"entryID";"content";"category";"gender";"variantOf";"feminineOf";"phonetic1";"phonetic2";"originatingEntry";"processStatus";"typeModif";"raisonModif";"destinataireModif";"dateModif";"commentaireModif"
"52270";"se rebiffer";"verb";NULL;NULL;NULL;"R @ b i f e";"R @ b i f e";"REBIFFER (SE), verbe pronom. et intrans.";"0";NULL;NULL;NULL;NULL;NULL
"52309";"se rebéquer";"verb";NULL;NULL;NULL;"R @ b e k e";"R @ b E/ k e";"REBÉQUER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"52448";"se recroqueviller";"verb";NULL;NULL;NULL;"R @ k R O k @ v i j e";"R @ k R O/ k @ v i j e";"RECROQUEVILLER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"52694";"se relaisser";"verb";NULL;NULL;NULL;"R @ l E s e";"R @ l E/ s e";"RELAISSER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"52993";"se rengorger";"verb";NULL;NULL;NULL;"R a~ g O R Z e";"R a~ g O R Z e";"RENGORGER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"54519";"se râbler";"verb";NULL;NULL;NULL;"R a b l e";"R a b l e";"RÂBLE2 subst. masc.#vedette2:Râbler (se), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"54625";"se rébellionner";"verb";NULL;NULL;NULL;"R e b E l j O n e";"R E/ b E/ l j O/ n e";"RÉBELLIONNER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"54728";"se récrier";"verb";NULL;NULL;NULL;"R e k R i j e";"R E/ k R i j e";"RÉCRIER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"59036";"se suicider";"verb";NULL;NULL;NULL;"s H i s i d e";"s H i s i d e";"SUICIDER (SE), verbe pronom., SUICIDER, verbe trans.";"0";NULL;NULL;NULL;NULL;NULL
"60349";"se tapir";"verb";NULL;NULL;NULL;"t a p i R";"t a p i R";"TAPIR (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"60421";"se targuer";"verb";NULL;NULL;NULL;"t a R g e";"t a R g e";"TARGUER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"62465";"se trisser";"verb";NULL;NULL;NULL;"t R i s e";"t R i s e";"TRISSER (SE), TRISSER3 verbe";"0";NULL;NULL;NULL;NULL;NULL
"63570";"se vacher";"verb";NULL;NULL;NULL;"v a S e";"v a S e";"VACHE, subst. fém. et adj.#vedette2:Vacher (se), verbe,";"0";NULL;NULL;NULL;NULL;NULL
"63988";"se ventrouiller";"verb";NULL;NULL;NULL;"v a~ t R u j e";"v a~ t R u j e";"VENTROUILLER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"64085";"se vermouler";"verb";NULL;NULL;NULL;"v E R m u l e";"v E R m u l e";"VERMOULER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"64901";"se vousser";"verb";NULL;NULL;NULL;"v u s e";"v u s e";"VOUSSER (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"65567";"se ébattre";"verb";NULL;NULL;NULL;"e b a t R @";"E/ b a t R @";"ÉBATTRE (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"65629";"se ébrouer";"verb";NULL;NULL;NULL;"e b R u e";"E/ b R u e";"ÉBROUER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"65659";"se écarder";"verb";NULL;NULL;NULL;"e k a R d e";"E/ k a R d e";"ÉCARDER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"65928";"se écouler";"verb";NULL;NULL;NULL;"e k u l e";"E/ k u l e";"ÉCOULER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"65961";"se écrier";"verb";NULL;NULL;NULL;"e k R i j e";"E/ k R i j e";"ÉCRIER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"65982";"se écrouler";"verb";NULL;NULL;NULL;"e k R u l e";"E/ k R u l e";"ÉCROULER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"66120";"se égosiller";"verb";NULL;NULL;NULL;"e g O z i j e";"E/ g O/ z i j e";"ÉGOSILLER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"66510";"se énaser";"verb";NULL;NULL;NULL;"e n a z e";"E/ n a z e";"ÉNASER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"66810";"se éplorer";"verb";NULL;NULL;NULL;"e p l O R e";"E/ p l O/ R e";"ÉPLORER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"66860";"se éprendre";"verb";NULL;NULL;NULL;"e p R a~ d R @";"E/ p R a~ d R @";"ÉPRENDRE (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"66954";"se érailler";"verb";NULL;NULL;NULL;"e R a j e";"E/ R a j e";"ÉRAILLER1(S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"67262";"se évader";"verb";NULL;NULL;NULL;"e v a d e";"E/ v a d e";"ÉVADER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"67267";"se évaguer";"verb";NULL;NULL;NULL;"e v a g e";"E/ v a g e";"ÉVAGUER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"67286";"se évanouir";"verb";NULL;NULL;NULL;"e v a n u i R";"E/ v a n u i R";"ÉVANOUIR (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"67327";"se évertuer";"verb";NULL;NULL;NULL;"e v E R t y e";"E/ v E R t y e";"ÉVERTUER (S'), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"67393";"a b c";"commonNoun";"masculine";NULL;NULL;"a b e s e";"a b e s e";"A B C, ABÉCÉ, ABÉCÉDÉ, subst. masc. / ABÉCÉ, voir A B C.";"0";NULL;NULL;NULL;NULL;NULL
"67414";"ab hoc et ab hac";"functionWord";NULL;NULL;NULL;"a b O k E t a b a k";"a b O k E t a b a k";"AB HOC ET AB HAC, loc. adv. lat.";"0";NULL;NULL;NULL;NULL;NULL
"67415";"ab intestat";"functionWord";NULL;NULL;NULL;"a b e~ t E s t a";"a b e~ t E s t a";"AB INTESTAT, loc. adv. lat.";"0";NULL;NULL;NULL;NULL;NULL
"67416";"ab irato";"functionWord";NULL;NULL;NULL;"a b i R a t o";"a b i R a t o";"AB IRATO, loc. adv. lat.";"0";NULL;NULL;NULL;NULL;NULL
"67418";"ab ovo";"functionWord";NULL;NULL;NULL;"a b O v o";"a b O/ v o";"AB OVO, loc. adv. lat.";"0";NULL;NULL;NULL;NULL;NULL
"67502";"à contre-lumière";"functionWord";NULL;NULL;NULL;"a k o~ t R @ l y m j E R @";"a k o~ t R @ l y m j E R @";"LUMIÈRE, subst. fém.#vedette2:À contre-lumière, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"67605";"ad hoc";"functionWord";NULL;NULL;NULL;"a d O k";"a d O k";"AD HOC, loc. adv. et adj.";"0";NULL;NULL;NULL;NULL;NULL
"67606";"ad hoc";"adjective";NULL;NULL;NULL;"a d O k";"a d O k";"AD HOC, loc. adv. et adj.";"0";NULL;NULL;NULL;NULL;NULL
"67607";"ad hominem";"functionWord";NULL;NULL;NULL;"a d O m i n E m";"a d O/ m i n E m";"AD HOMINEM, loc. adj.";"0";NULL;NULL;NULL;NULL;NULL
"67608";"ad honores";"functionWord";NULL;NULL;NULL;"a d O n O R E s";"a d O/ n O R E s";"AD HONORES, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"67628";"ad libitum";"functionWord";NULL;NULL;NULL;"a d l i b i t O m";"a d l i b i t O m";"AD LIBITUM, loc. adv. et subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"67629";"ad libitum";"commonNoun";"masculine";NULL;NULL;"a d l i b i t O m";"a d l i b i t O m";"AD LIBITUM, loc. adv. et subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"67631";"ad patres";"functionWord";NULL;NULL;NULL;"a d p a t R E s";"a d p a t R E s";"AD PATRES, loc. adv. lat.";"0";NULL;NULL;NULL;NULL;NULL
"67632";"ad referendum";"functionWord";NULL;NULL;NULL;"a d R e f e R a~ d O m";"a d R E/ f E/ R a~ d O m";"REFERENDUM, RÉFÉRENDUM, subst. masc.#vedette2:Ad referendum, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"67633";"ad rem";"functionWord";NULL;NULL;NULL;"a d R E m";"a d R E m";"AD REM, loc. adv. et adj.";"0";NULL;NULL;NULL;NULL;NULL
"67634";"ad rem";"adjective";NULL;NULL;NULL;"a d R E m";"a d R E m";"AD REM, loc. adv. et adj.";"0";NULL;NULL;NULL;NULL;NULL
"67722";"affile d'";"functionWord";NULL;NULL;NULL;"d a f i l @";"d a f i l @";"AFFILÉE (D'), (À L'), AFFILE (D'), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"67723";"affilée d'";"functionWord";NULL;NULL;NULL;"d a f i l e";"d a f i l e";"AFFILÉE (D'), (À L'), AFFILE (D'), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"67724";"afin de";"functionWord";NULL;NULL;NULL;"a f e~ d @";"a f e~ d @";"AFIN DE, loc. prép., AFIN QUE, loc. conj.";"0";NULL;NULL;NULL;NULL;NULL
"67725";"afin que";"functionWord";NULL;NULL;NULL;"a f e~ k @";"a f e~ k @";"AFIN DE, loc. prép., AFIN QUE, loc. conj.";"0";NULL;NULL;NULL;NULL;NULL
"67736";"agnus dei";"commonNoun";"masculine";NULL;NULL;"a J u s d E i";"a J u s d E i";"AGNUS DEI, AGNUS, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"67763";"à la bonne franquette";"functionWord";NULL;NULL;NULL;"a l a b O n @ f R a~ k E t @";"a l a b O/ n @ f R a~ k E t @";"FRANQUETTE, subst. fém., À LA BONNE FRANQUETTE, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"67816";"à l'envers";"functionWord";NULL;NULL;NULL;"a l a~ v E R";"a l a~ v E R";"ENVERS2 subst. masc., À L'ENVERS, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"67846";"alla breve";"functionWord";NULL;NULL;NULL;"a l a b R E v e";"a l a b R E/ v e";"ALLA BREVE, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"67916";"altèque d'";"functionWord";NULL;NULL;NULL;"d a l t E k @";"d a l t E k @";"ALTÈQUE (D'), loc. adj.";"0";NULL;NULL;NULL;NULL;NULL
"67917";"alter ego";"commonNoun";"masculine";NULL;NULL;"a l t E R e g o";"a l t E R E/ g o";"ALTER EGO, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"68006";"amiable à l'";"adjective";NULL;NULL;NULL;"a l a m j a b l @";"a l a m j a b l @";"AMIABLE (À L'), adj. et loc.";"0";NULL;NULL;NULL;NULL;NULL
"68007";"amiable à l'";"functionWord";NULL;NULL;NULL;"a l a m j a b l @";"a l a m j a b l @";"AMIABLE (À L'), adj. et loc.";"0";NULL;NULL;NULL;NULL;NULL
"68108";"à muche-pot";"functionWord";NULL;NULL;NULL;"a m y S @ p o";"a m y S @ p o";"MUSSER, verbe trans.#vedette2:À musse-pot, à muche-pot, loc. adv.,";"0";NULL;NULL;NULL;NULL;NULL
"68110";"à musse-pot";"functionWord";NULL;NULL;NULL;"a m y s @ p o";"a m y s @ p o";"MUSSER, verbe trans.#vedette2:À musse-pot, à muche-pot, loc. adv.,";"0";NULL;NULL;NULL;NULL;NULL
"68559";"à pic";"functionWord";NULL;NULL;NULL;"a p i k";"a p i k";"PIC3 subst. masc.;À PIC, loc. adv. et loc. adj. inv.;À-PIC, subst. masc. inv.";"0";NULL;NULL;NULL;NULL;NULL
"68576";"à posteriori";"functionWord";NULL;NULL;NULL;"a p O s t e R j O R i";"a p O/ s t E/ R j O/ R i";"À POSTERIORI, loc. adv. / POSTERIORI, voir À POSTERIORI.";"0";NULL;NULL;NULL;NULL;NULL
"68607";"à priori";"functionWord";NULL;NULL;NULL;"a p R i j O R i";"a p R i j O/ R i";"À PRIORI, loc. adv., adj. et subst.";"0";NULL;NULL;NULL;NULL;NULL
"68608";"à priori";"adjective";NULL;NULL;NULL;"a p R i j O R i";"a p R i j O/ R i";"À PRIORI, loc. adv., adj. et subst.";"0";NULL;NULL;NULL;NULL;NULL
"68609";"à priori";"commonNoun";NULL;NULL;NULL;"a p R i j O R i";"a p R i j O/ R i";"À PRIORI, loc. adv., adj. et subst.";"0";NULL;NULL;NULL;NULL;NULL
"68681";"arrache-pied d'";"functionWord";NULL;NULL;NULL;"d a R a S @ p j e";"d a R a S @ p j e";"ARRACHE-PIED (D'), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"68831";"se astiner";"verb";NULL;NULL;NULL;"a s t i n e";"a s t i n e";"OBSTINER, verbe trans.#vedette2:Ostiner (s'), astiner (s'), verbe pronom.,";"0";NULL;NULL;NULL;NULL;NULL
"68856";"à tire-larigot";"functionWord";NULL;NULL;NULL;"a t i R @ l a R i g o";"a t i R @ l a R i g o";"LARIGOT, subst. masc.;À TIRE-LARIGOT, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"68884";"attrape- gogo";"commonNoun";"masculine";NULL;NULL;"a t R a p @ g O g o";"a t R a p @ g O/ g o";"GOGO, subst. masc.#vedette2:Attrape(-) gogo, (Attrape gogo, Attrape- gogo)subst. masc.";"1";NULL;NULL;NULL;NULL;NULL
"68904";"augustin saint";"commonNoun";"masculine";NULL;NULL;"s e~ o g y s t e~";"s e~ O/ g y s t e~";"AUGUSTIN, INE, adj. et subst., AUGUSTIN (SAINT), subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"68908";"auprès de";"functionWord";NULL;NULL;NULL;"o p R E d @";"O/ p R E/ d @";"AUPRÈS (DE), loc. prép.";"0";NULL;NULL;NULL;NULL;NULL
"68927";"auto- destructif";"adjective";NULL;NULL;NULL;"o t o d E s t R y k t i f";"o t o d E s t R y k t i f";"AUTO(-)DESTRUCTEUR, TRICE, AUTO(-) DESTRUCTIF, IVE, (AUTO DESTRUCTEUR, AUTO-DESTRUCTEUR, AUTO DESTRUCTIF, AUTO- DESTRUCTIF)adj.";"1";NULL;NULL;NULL;NULL;NULL
"68932";"se auto-féconder";"verb";NULL;NULL;NULL;"o t o f e k o~ d e";"o t o f E/ k o~ d e";"AUTO(-)FÉCONDER (S'), (AUTO FÉCONDER , AUTO-FÉCONDER )verbe pronom.";"1";NULL;NULL;NULL;NULL;NULL
"68961";"autor d'";"functionWord";NULL;NULL;NULL;"d o t O R";"d O/ t O R";"AUTOR (D'), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"68972";"autour de";"functionWord";NULL;NULL;NULL;"o t u R d @";"O/ t u R d @";"AUTOUR2 adv., AUTOUR DE, loc. prép.";"0";NULL;NULL;NULL;NULL;NULL
"69015";"à vau";"functionWord";NULL;NULL;NULL;"a v o";"a v o";"À VAU, loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"69016";"à vau-de-route";"functionWord";NULL;NULL;NULL;"a v o d @ R u t @";"a v o d @ R u t @";"VAU(-)L'EAU (À), (VAU LEAU , VAU-LEAU )loc. adv. et subst.#vedette2:À vau-le-feu, à vau l'ombre, à vau-de-route, loc. adv.,";"0";NULL;NULL;NULL;NULL;NULL
"69017";"à vau-le-feu";"functionWord";NULL;NULL;NULL;"a v o l @ f 2";"a v o l @ f 2";"VAU(-)L'EAU (À), (VAU LEAU , VAU-LEAU )loc. adv. et subst.#vedette2:À vau-le-feu, à vau l'ombre, à vau-de-route, loc. adv.,";"1";NULL;NULL;NULL;NULL;NULL
"69018";"ave maria";"commonNoun";"masculine";NULL;NULL;"a v e m a R j a";"a v e m a R j a";"AVÉ, AVE MARIA, AVÉ MARIA, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69019";"avé maria";"commonNoun";"masculine";NULL;NULL;"a v e m a R j a";"a v e m a R j a";"AVÉ, AVE MARIA, AVÉ MARIA, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69021";"avenantà l'";"functionWord";NULL;NULL;NULL;;;"AVENANT4(À L'), loc.";"0";NULL;NULL;NULL;NULL;NULL
"69024";"aveuglette à l'";"functionWord";NULL;NULL;NULL;"a l a v 2 g l E t @";"a l a v 6 g l E t @";"AVEUGLETTE (À L'), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"69048";"b.a. ba";"commonNoun";"masculine";NULL;NULL;;;"B.A. BA, subst. masc. sing.";"0";NULL;NULL;NULL;NULL;NULL
"69187";"batrachoplastie ou";"commonNoun";"feminine";NULL;NULL;;;"BATRACHO-, élément préf.#vedette3:batrachoplastie ou (batrachosioplastie), subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"69216";"bel canto";"commonNoun";"masculine";NULL;NULL;"b E l k a~ t o";"b E l k a~ t o";"BEL CANTO, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69256";"bernard l'ermite";"commonNoun";"masculine";NULL;NULL;"b E R n a R l E R m i t @";"b E R n a R l E R m i t @";"BERNARD L'(H)ERMITE, (BERNARD LERMITE, BERNARD LHERMITE)subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69257";"bernard lermite";"commonNoun";"masculine";NULL;NULL;"b E R n a R l E R m i t @";"b E R n a R l E R m i t @";"BERNARD L'(H)ERMITE, (BERNARD LERMITE, BERNARD LHERMITE)subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69258";"bernard l'hermite";"commonNoun";"masculine";NULL;NULL;"b E R n a R l E R m i t @";"b E R n a R l E R m i t @";"BERNARD L'(H)ERMITE, (BERNARD LERMITE, BERNARD LHERMITE)subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69259";"bernard lhermite";"commonNoun";"masculine";NULL;NULL;"b E R n a R l E R m i t @";"b E R n a R l E R m i t @";"BERNARD L'(H)ERMITE, (BERNARD LERMITE, BERNARD LHERMITE)subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69285";"bibliopège ou";"commonNoun";NULL;NULL;NULL;;;"BIBLI(O)-, (BIBLI-, BIBLIO-)élément préf.#vedette3:bibliopège oubibliopégiste, subst.(de βιϐλίον, livre et πηγνύω, je rassembl";"0";NULL;NULL;NULL;NULL;NULL
"69488";"boucheton à";"functionWord";NULL;NULL;NULL;"a b u S @ t o~";"a b u S @ t o~";"BOUCHETON (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"69500";"bouton d'or";"commonNoun";"masculine";NULL;NULL;"b u t o~ d O R";"b u t o~ d O R";"BOUTON D'OR, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69520";"bradel à la";"functionWord";NULL;NULL;NULL;"a l a b R a d E l";"a l a b R a d E l";"BRADEL (À LA), loc. adj. et subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69521";"bradel à la";"commonNoun";"masculine";NULL;NULL;"a l a b R a d E l";"a l a b R a d E l";"BRADEL (À LA), loc. adj. et subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69532";"bras-le-corps à";"functionWord";NULL;NULL;NULL;"a b R a l @ k O R";"a b R a l @ k O R";"BRAS(-)LE(-)CORPS (À), (BRAS LE CORPS , BRAS-LE-CORPS )loc. adv.";"1";NULL;NULL;NULL;NULL;NULL
"69536";"brassette à la";"functionWord";NULL;NULL;NULL;"a l a b R a s E t @";"a l a b R a s E t @";"BRASSETTE (À LA), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"69546";"bric et de broc";"functionWord";NULL;NULL;NULL;"b R i k e d @ b R o k";"b R i k E/ d @ b R o k";"BRIC ET DE BROC (DE), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"69547";"bric et de broc de";"functionWord";NULL;NULL;NULL;"d @ b R i k e d @ b R o k";"d @ b R i k E/ d @ b R o k";"BRIC ET DE BROC (DE), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"69548";"brifaud ou brifaut";"commonNoun";"masculine";NULL;NULL;"b R i f o u b R i f o";"b R i f o u b R i f o";"BRIF(F)ER, (BRIFER, BRIFFER)verbe trans.#vedette2:Brifaud (ou brifaut), subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69576";"brûle-pourpoint à";"functionWord";NULL;NULL;NULL;"a b R y l @ p u R p w e~";"a b R y l @ p u R p w e~";"BRÛLE-POURPOINT (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"69579";"brunante à la";"functionWord";NULL;NULL;NULL;"a l a b R y n a~ t @";"a l a b R y n a~ t @";"BRUNANTE (À LA), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"69582";"buen retiro";"commonNoun";"masculine";NULL;NULL;"b H e n R e t i R o";"b H e n R e t i R o";"BUEN RETIRO, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69641";"califourchon à";"functionWord";NULL;NULL;NULL;"a k a l i f u R S o~";"a k a l i f u R S o~";"CALIFOURCHON (À), loc. adv. et subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69642";"califourchon à";"commonNoun";"masculine";NULL;NULL;"a k a l i f u R S o~";"a k a l i f u R S o~";"CALIFOURCHON (À), loc. adv. et subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69661";"cap de vau";"commonNoun";"masculine";NULL;NULL;"k a p d @ v o";"k a p d @ v o";"VAISSEAU, subst. masc.#vedette2:Cap de vau, subst. masc.,";"0";NULL;NULL;NULL;NULL;NULL
"69726";"cardio-péricardo-myopexie de gor";"commonNoun";"feminine";NULL;NULL;"k a R d j o p e R i k a R d o m j O p E k s i d @ g O R";"k a R d j o p E/ R i k a R d o m j O/ p E k s i d @ g O R";"CARDI(A)-, CARDI(O)-, (CARDI-, CARDIA-, CARDIO-)élément préf.#vedette3:cardio-péricardo-myopexie (de Gorelik) oucardiopéricardio";"0";NULL;NULL;NULL;NULL;NULL
"69727";"cardio-péricardo-myopexie ou";"commonNoun";"feminine";NULL;NULL;;;"CARDI(A)-, CARDI(O)-, (CARDI-, CARDIA-, CARDIO-)élément préf.#vedette3:cardio-péricardo-myopexie (de Gorelik) oucardiopéricardio";"0";NULL;NULL;NULL;NULL;NULL
"69752";"cardiostimulateur de nathan";"commonNoun";"masculine";NULL;NULL;"k a R d j O s t i m y l a t 9 R d @ n a t a~";"k a R d j O/ s t i m y l a t 9 R d @ n a t a~";"CARDI(A)-, CARDI(O)-, (CARDI-, CARDIA-, CARDIO-)élément préf.#vedette3:cardiostimulateur (de Nathan), subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"69838";"catimini en";"functionWord";NULL;NULL;NULL;"a~ k a t i m i n i";"a~ k a t i m i n i";"CATIMINI (EN), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"69854";"caulorhize ou";"adjective";NULL;NULL;NULL;;;"CAULI-, CAULO-, élément préf.#vedette3:caulor(r)hize ou(caulorhize ou , caulorrhize ou )caulirhize, adj.";"0";NULL;NULL;NULL;NULL;NULL
"69855";"caulorrhize ou";"adjective";NULL;NULL;NULL;;;"CAULI-, CAULO-, élément préf.#vedette3:caulor(r)hize ou(caulorhize ou , caulorrhize ou )caulirhize, adj.";"0";NULL;NULL;NULL;NULL;NULL
"70036";"c'est-à-dire que";"functionWord";NULL;NULL;NULL;"s e t a d i R @ k @";"s e t a d i R @ k @";"C'EST-À-DIRE (QUE), loc. adv. ou conj.";"0";NULL;NULL;NULL;NULL;NULL
"70046";"cétologiste ou";"commonNoun";"masculine";NULL;NULL;;;"CÉTO-1 préf.#vedette3:cétologiste oucétologue, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"70074";"charlemagne faire";"functionWord";NULL;NULL;NULL;"S a R l @ m a J @ f E R @";"f E R @ S a R l @ m a J @";"CHARLEMAGNE (FAIRE), loc. verbale.";"0";NULL;NULL;NULL;NULL;NULL
"70160";"chemin de fer";"commonNoun";"masculine";NULL;NULL;"S @ m e~ d @ f E R";"S @ m e~ d @ f E R";"CHEMIN DE FER, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"70164";"chénisque ou";"commonNoun";"masculine";NULL;NULL;;;"CHÉN(O)-, (CHÉN-, CHÉNO-)élément préf.#vedette3:chénisque ouchéniscus, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"70207";"chien de mer";"commonNoun";"masculine";NULL;NULL;"S j e~ d @ m E R";"S j e~ d @ m E R";"CHIEN DE MER, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"70332";"chronispore ou";"commonNoun";"feminine";NULL;NULL;;;"CHRON(O)-, (CHRON-, CHRONO-)élément préf.#vedette3:chronispore ouchronizoospore, subst. fém.";"0";NULL;NULL;NULL;NULL;NULL
"70502";"clin d'œil";"commonNoun";"masculine";NULL;NULL;"k l e~ d 9 j";"k l e~ d 9 j";"CLIN (D'ŒIL), subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"70712";"compte rendu";"commonNoun";"masculine";NULL;NULL;"k o~ t @ R a~ d y";"k o~ t @ R a~ d y";"COMPTE RENDU, subst. masc.";"0";NULL;NULL;NULL;NULL;NULL
"70735";"contre-biais à";"functionWord";NULL;NULL;NULL;"a k o~ t R @ b j E";"a k o~ t R @ b j E/";"CONTRE-BIAIS (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"70737";"contrebord à";"functionWord";NULL;NULL;NULL;"a k o~ t R @ b O R";"a k o~ t R @ b O R";"CONTREBORD (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"70747";"contre-cœur à";"functionWord";NULL;NULL;NULL;"a k o~ t R @ k 9 R";"a k o~ t R @ k 9 R";"CONTRE-CŒUR (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"70753";"contre-échange en";"functionWord";NULL;NULL;NULL;"a~ k o~ t R @ e S a~ Z @";"a~ k o~ t R @ E/ S a~ Z @";"CONTRE-ÉCHANGE (EN), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"70768";"se contrefiche";"verb";NULL;NULL;NULL;"k o~ t R @ f i S @";"k o~ t R @ f i S @";"CONTREFICHE (SE), CONTREFICHER (SE), CONTREFOUTRE (SE), verbe pronom.";"0";NULL;NULL;NULL;NULL;NULL
"70770";"contre-fil à";"functionWord";NULL;NULL;NULL;"a k o~ t R @ f i l";"a k o~ t R @ f i l";"CONTRE-FIL (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"70775";"contre-gré à";"functionWord";NULL;NULL;NULL;"a k o~ t R @ g R e";"a k o~ t R @ g R e";"CONTRE-GRÉ (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"70780";"contre-haut en";"functionWord";NULL;NULL;NULL;"a~ k o~ t R @ o";"a~ k o~ t R @ o";"CONTRE-HAUT (EN), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"70794";"contre-mesure à";"functionWord";NULL;NULL;NULL;"a k o~ t R @ m @ z y R @";"a k o~ t R @ m @ z y R @";"CONTRE-MESURE (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"70798";"contre-mont à";"functionWord";NULL;NULL;NULL;"a k o~ t R @ m o~";"a k o~ t R @ m o~";"CONTRE-MONT (À), adv.";"0";NULL;NULL;NULL;NULL;NULL
"70814";"contre-poil à";"functionWord";NULL;NULL;NULL;"a k o~ t R @ p w a l";"a k o~ t R @ p w a l";"CONTRE-POIL (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
"70831";"contre-saison à";"functionWord";NULL;NULL;NULL;"a k o~ t R @ s E z o~";"a k o~ t R @ s E/ z o~";"CONTRE-SAISON (À), loc. adv.";"0";NULL;NULL;NULL;NULL;NULL
